iter	TotalF1	MultiClass
190	0.9091842858	0.1885341374
191	0.9085919933	0.1882829211
192	0.9085919933	0.1881209678
193	0.9094028838	0.1878991671
194	0.9090079675	0.1878447646
195	0.9096003459	0.1876834867
196	0.9079997255	0.1875490003
197	0.9082015479	0.187380088
198	0.9082015479	0.1873102648
199	0.9082015479	0.1871809166
200	0.9083918282	0.1870880047
201	0.9085892541	0.186945302
202	0.9087866828	0.1868253837
203	0.9091815483	0.1867415774
204	0.9093789853	0.1866902332
205	0.9093789853	0.1865528672
206	0.9089894701	0.1864366351
207	0.9094099823	0.1862591822
208	0.9096075073	0.1861394147
209	0.9096126034	0.1860392676
210	0.9094048583	0.1859255182
211	0.9094099823	0.185764888
212	0.9098152052	0.1855332692
213	0.9094150724	0.1854784027
214	0.9092175437	0.1853988189
215	0.9092175437	0.1853048534
216	0.9100327073	0.1851271311
217	0.9098351407	0.1850040813
218	0.9100327073	0.1848462983
219	0.910427847	0.1847622113
220	0.9102253303	0.1846595251
221	0.9106303446	0.1844872508
222	0.9106303446	0.1843567954
223	0.910230276	0.1842537327
224	0.910427847	0.1840660657
225	0.9108328233	0.1839308374
226	0.9112328813	0.1838309764
227	0.911237724	0.1836807592
228	0.9112395469	0.183546048
229	0.9116443658	0.1833934129
230	0.9120491096	0.1832635487
231	0.9124491361	0.1831176827
232	0.912246784	0.1829989858
233	0.9122514535	0.1829071047
234	0.9122489089	0.182822956
235	0.9126442784	0.18274678
236	0.9132513297	0.1826250254
237	0.9132513297	0.1825067386
238	0.9132467021	0.1824218803
239	0.9134490422	0.1823486416
240	0.9134490422	0.1822293084
241	0.9132513297	0.1820908326
242	0.9140604737	0.1818765529
243	0.9140604737	0.1817783319
244	0.9142627142	0.1817006628
245	0.9142627142	0.1816752489
246	0.9144693741	0.1815720481
247	0.9144693741	0.1814888876
248	0.9144649365	0.1813996882
249	0.9142671778	0.1813025528
250	0.9142671778	0.1812468808
251	0.9146759322	0.1811735698
252	0.9144693741	0.1810845811
253	0.9148780668	0.1809752695
254	0.9144781536	0.1809393009
255	0.9146759322	0.1808126653
256	0.9146643689	0.1807488214
257	0.9152664913	0.1806397993
258	0.91527798	0.1805475867
259	0.91527798	0.1804834139
260	0.915480087	0.1804445715
261	0.9148780668	0.1803536708
262	0.9148737128	0.1802761285
263	0.915480087	0.1801595152
264	0.9158757013	0.1800264227
265	0.9158842479	0.1799655135
266	0.9156864279	0.1799145151
267	0.9158926691	0.1798055058
268	0.9156906482	0.1797103152
269	0.9158884742	0.1795925755
270	0.916086302	0.1794959266
271	0.9158842479	0.1794048685
272	0.9158842479	0.1792918623
273	0.9160820698	0.1792097009
274	0.9162841317	0.1791618479
275	0.9158799903	0.1790204992
276	0.9160655968	0.1788757754
277	0.9166676707	0.1788028903
278	0.9164766724	0.1787168694
279	0.9164655781	0.1786441333
280	0.9168807685	0.1785660699
281	0.9166828772	0.1784796403
282	0.9170786617	0.1783718629
283	0.9166745502	0.1782436811
284	0.9166592163	0.1781225756
285	0.9164655781	0.1780336845
286	0.9166676707	0.1779299185
287	0.9164781028	0.1778039212
288	0.9170800339	0.1777300855
289	0.9172779495	0.1776552094
290	0.9168739015	0.1775980118
291	0.9170718036	0.1775257698
292	0.9170718036	0.1774229448
293	0.9170759341	0.1773306468
294	0.9174717558	0.1772205026
295	0.9180696314	0.1771592892
296	0.9174676138	0.1771309801
297	0.9180696314	0.1770049522
298	0.9176737865	0.1769182713
299	0.9172820244	0.1767874054
300	0.9174799477	0.1766583261
301	0.9180777963	0.1765253183
302	0.9178798615	0.1764142591
303	0.9178798615	0.1762748875
304	0.9182837876	0.1761824968
305	0.918085515	0.1760804071
306	0.9176855715	0.1759989312
307	0.9178875323	0.1758669693
308	0.9182834995	0.1758365112
309	0.9178835466	0.1757335673
310	0.9180815235	0.1756241138
311	0.9176855715	0.1754778275
312	0.918085515	0.175388807
313	0.9180894761	0.1753305784
314	0.9180894761	0.1752827857
315	0.9184990215	0.1751321598
316	0.9182971432	0.1750117611
317	0.9178933358	0.174948973
318	0.9180913595	0.1748377473
319	0.9178894225	0.1747576834
320	0.9180913595	0.174675052
321	0.9182932793	0.1746362232
322	0.9184990215	0.1745141721
323	0.9180991061	0.1744240645
324	0.9180991061	0.1743804546
325	0.9180991061	0.1742851819
326	0.918095248	0.1741965509
327	0.9182971432	0.1741268106
328	0.9188912654	0.1740454871
329	0.9182874664	0.1739516579
330	0.9186970679	0.1737650873
331	0.9186970679	0.1736891464
332	0.9196949843	0.17360048
333	0.9198968419	0.1735421572
334	0.9199006009	0.1734212342
335	0.9200986828	0.1733673728
336	0.9196987674	0.1732909191
337	0.9198968419	0.1731951572
338	0.9194969172	0.1731364328
339	0.9195006948	0.1730426172
340	0.9196987674	0.1729773814
341	0.9199006009	0.1729169327
342	0.9196987674	0.1728443918
343	0.9195006948	0.172763391
344	0.9195006948	0.1726836281
345	0.9195006948	0.1726194132
346	0.9200986828	0.1724663803
347	0.9204985981	0.1723905152
348	0.920902211	0.1723109303
349	0.9205023143	0.1722375026
350	0.9207004129	0.1721944107
351	0.9205023143	0.1721579823
352	0.9201061227	0.1721202845
353	0.9201061227	0.1720253097
354	0.9205096583	0.1719221964
355	0.9207077679	0.1718189916
356	0.9205096583	0.1717547946
357	0.9205096583	0.1717071673
358	0.9205096583	0.1716153009
359	0.9205096583	0.1715733801
360	0.9209058793	0.1715043233
361	0.9211039926	0.1714099333
362	0.9215002249	0.1713532969
363	0.9211097326	0.1712776147
364	0.9211097326	0.1711760418
365	0.9213114657	0.1711138645
366	0.921113304	0.1710352649
367	0.9215131823	0.1709690718
368	0.9215131823	0.1708699806
369	0.9215075062	0.1708304332
370	0.9217092384	0.1707619307
371	0.9217092384	0.1706722969
372	0.92131297	0.1705988319
373	0.92131297	0.1705265469
374	0.92131297	0.1704619578
375	0.9215111033	0.170405453
376	0.9219109232	0.1703223291
377	0.9221091043	0.1702423549
378	0.9219109232	0.1702041179
379	0.9213056646	0.1700278273
380	0.9213056646	0.169932523
381	0.9209057286	0.1698682075
382	0.9211075072	0.169820373
383	0.9217127439	0.1696525656
384	0.9215110148	0.1695739602
385	0.9215166939	0.1695386507
386	0.9217183911	0.1694478658
387	0.9215166939	0.1693739852
388	0.921721846	0.1692827381
389	0.9219235033	0.1692432311
390	0.9221251443	0.1691840271
391	0.9221251443	0.1691575229
392	0.9223267691	0.1690281369
393	0.9225283778	0.1689990837
394	0.9223267691	0.1689273925
395	0.9223301249	0.1688341512
396	0.9225317103	0.1687623127
397	0.9223301249	0.1686664489
398	0.9225317103	0.1686272814
399	0.9229348334	0.1685000347
400	0.9231331077	0.168477159
401	0.9231331077	0.168417538
402	0.9231331077	0.1683663579
403	0.9229348334	0.168314367
404	0.9227365607	0.1682366162
405	0.9229380912	0.1681768646
406	0.9229380912	0.1681108904
407	0.9229380912	0.1680863308
408	0.9229380912	0.1679806429
409	0.9227398129	0.1679163532
410	0.9227398129	0.1678358263
411	0.9227365607	0.1677390847
412	0.9229380912	0.1676613523
413	0.923139606	0.1675838949
414	0.9233378929	0.1675280768
415	0.9231331077	0.1674679882
416	0.9231331077	0.1674167478
417	0.9231331077	0.1673464694
418	0.9227332798	0.1672911608
419	0.9229348334	0.1672164302
420	0.923139606	0.1671387926
421	0.923139606	0.1670816508
422	0.9233378929	0.1670085402
423	0.9233378929	0.1669714211
424	0.9233378929	0.1669205378
425	0.9235393991	0.1668624398
426	0.9239391922	0.1667911424
427	0.9235361815	0.1667007933
428	0.9227332798	0.1665826112
429	0.9231363711	0.1664589199
430	0.9233486201	0.1663823644
431	0.9237484392	0.1662919796
432	0.9237484392	0.1662214523
433	0.9239468186	0.1661992803
434	0.9237484392	0.1661118656
435	0.9239468186	0.1659708759
436	0.9239468186	0.1659285053
437	0.9237484392	0.1658705892
438	0.9245480774	0.1658111913
439	0.9245480774	0.1657465315
440	0.9243496822	0.1656917649
441	0.9243496822	0.1656500067
442	0.9241459411	0.1655827501
443	0.9241490171	0.1655270513
444	0.9243473748	0.1654713219
445	0.9243473748	0.1654275243
446	0.9245457341	0.1653775487
447	0.9249424578	0.1652787387
448	0.9247440951	0.1652085406
449	0.9249455272	0.1651700335
450	0.924548793	0.1651157923
451	0.9251365211	0.1650569764
452	0.9255394384	0.1649965758
453	0.9257408741	0.1649209534
454	0.9253379874	0.1648828587
455	0.9249445237	0.1647848846
456	0.9247430934	0.164710073
457	0.9247430934	0.1646077042
458	0.9247430934	0.1645147279
459	0.9247430934	0.1644415037
460	0.9247430934	0.164370769
461	0.9247430934	0.1642924656
462	0.9247430934	0.1642367068
463	0.9247430934	0.1641629859
464	0.9245416479	0.1641049738
465	0.9249445237	0.1640574026
466	0.9249542231	0.1639817861
467	0.9241419058	0.1639084375
468	0.9243433597	0.1638529793
469	0.924751163	0.1637890024
470	0.9247430934	0.1637257253
471	0.9251508883	0.1636108166
472	0.9251459386	0.1635267105
473	0.9253473384	0.1634483217
474	0.9257596452	0.1633788773
475	0.9257596452	0.1633070413
476	0.9257596452	0.1632652251
477	0.9255583124	0.1632236
478	0.9257596452	0.163186238
479	0.9255583124	0.1631300993
480	0.9255583124	0.1631114818
481	0.9259609631	0.1630498266
482	0.9257596452	0.1630108794
483	0.9259549563	0.1629308798
484	0.9261563028	0.1628956886
485	0.9259519119	0.1628224507
486	0.9261553487	0.162728778
487	0.9263566912	0.1626454419
488	0.9263466014	0.162607088
489	0.9267543111	0.1625304822
490	0.9267543111	0.162501724
491	0.9269526518	0.1624411391
492	0.9267543111	0.1623460839
493	0.9263576342	0.1622971632
494	0.9263576342	0.162264232
495	0.9265559719	0.1621934168
496	0.9269556411	0.1621335934
497	0.9271539885	0.1620743828
498	0.9269526518	0.1620268984
499	0.9269526518	0.1620112055
500	0.9269609884	0.1619546498
501	0.9269529537	0.1618933253
502	0.9269609884	0.1618285822
503	0.9271594143	0.1617294328
504	0.9269529537	0.1616618747
505	0.9273556501	0.161586613
506	0.9273556501	0.1615571638
507	0.9273556501	0.1615026018
508	0.9275569756	0.16142547
509	0.9275569756	0.1613507398
510	0.9275569756	0.1612608935
511	0.92754714	0.161234226
512	0.9275569756	0.1612152596
513	0.927753361	0.1611625575
514	0.927753361	0.1611021758
515	0.9279468406	0.1610001993
516	0.9277454573	0.1609521825
517	0.9279468406	0.1609063019
518	0.928148209	0.1608193153
519	0.928148209	0.1607876841
520	0.9277582863	0.1606880906
521	0.927959582	0.160653102
522	0.9279546897	0.160584056
523	0.9281530616	0.1605195846
524	0.9283592826	0.160428755
525	0.9281579951	0.1603859938
526	0.9281530616	0.16034047
527	0.9281579951	0.1603064262
528	0.927959582	0.1602235751
529	0.9279566927	0.1601815587
530	0.9277553754	0.1601386366
531	0.9277582863	0.1600779701
532	0.9281579951	0.1600258563
533	0.9279566927	0.1599597525
534	0.9281608629	0.1598899072
535	0.9281608629	0.159774684
536	0.928362129	0.1597216463
537	0.9283592826	0.1596834302
538	0.9283543822	0.1596515882
539	0.9283495626	0.1596067579
540	0.928344824	0.159524672
541	0.9283495626	0.1594710412
542	0.928344824	0.1593994258
543	0.9293515382	0.1593058712
544	0.9287522257	0.1592536451
545	0.9287475534	0.1592308175
546	0.9287540746	0.1591275467
547	0.9287540746	0.1590630426
548	0.9289553722	0.1590021786
549	0.9287540746	0.1589270775
550	0.9285556879	0.1588618427
551	0.9285556879	0.1588107851
552	0.9285556879	0.1587822825
553	0.9285556879	0.1587395652
554	0.9285556879	0.1587005256
555	0.928756979	0.1586497414
556	0.928756979	0.1586278217
557	0.9289535353	0.1585408319
558	0.9285509015	0.1584640771
559	0.9289505777	0.1583963041
560	0.9289475938	0.1583334614
561	0.9287551782	0.1582686344
562	0.9289564667	0.1582110805
563	0.9291606249	0.1581447009
564	0.9295573769	0.1580881972
565	0.9289564667	0.15801902
566	0.9297614763	0.1579210396
567	0.9297571343	0.1578618222
568	0.9295602454	0.1578050591
569	0.9305593009	0.1576848755
570	0.9301596561	0.1576430586
571	0.9309561154	0.1575940419
572	0.9305593009	0.1575616231
573	0.9303608957	0.1575043058
574	0.9303608957	0.1574634076
575	0.9301596561	0.1574264634
576	0.9303580549	0.1573799437
577	0.9307577075	0.1572955166
578	0.9313585907	0.1572209179
579	0.9311629545	0.1571564237
580	0.9313641444	0.15710409
581	0.9317637587	0.1570344765
582	0.9315653204	0.156999633
583	0.9313641444	0.1569564399
584	0.9313613802	0.1569236167
585	0.9313613802	0.1568763258
586	0.9315625764	0.1568127615
587	0.9315598072	0.1566955204
588	0.9317582355	0.1566404193
589	0.9313585907	0.1565975061
590	0.9313585907	0.1565636397
591	0.9313557758	0.1564561932
592	0.9313557758	0.1563766506
593	0.9313557758	0.1563288185
594	0.9313557758	0.156273933
595	0.9313557758	0.1562559348
596	0.9317582355	0.156201333
597	0.9317582355	0.1561207007
598	0.9321606392	0.1560720122
599	0.9319621983	0.1560121353
600	0.9317610097	0.1559692968
601	0.9317610097	0.155900983
602	0.9317610097	0.1558794144
603	0.9319594443	0.1558397245
604	0.9317610097	0.1558037909
605	0.9313585907	0.1557450772
606	0.9317582355	0.1556908249
607	0.9317582355	0.1556422541
608	0.9317582355	0.1556008156
609	0.9323563179	0.1554732029
610	0.9323563179	0.1554278762
611	0.9323590815	0.1553728615
612	0.9325547569	0.1553468005
613	0.9325575252	0.1552912824
614	0.9325592047	0.1552527392
615	0.9327531975	0.1551619783
616	0.9329559994	0.155135662
617	0.9331547199	0.1550832602
618	0.9333559661	0.1550036538
619	0.9333559661	0.1549483775
620	0.9327578461	0.1548651289
621	0.9331575221	0.1548277977
622	0.9331575221	0.1548067979
623	0.9331575221	0.1547140432
624	0.9333559661	0.1546924339
625	0.9333559661	0.1546125327
626	0.9331575221	0.1545467207
627	0.9333615054	0.1545017629
628	0.93355996	0.1544094183
629	0.9337584163	0.1543408972
630	0.9337584163	0.1542969526
631	0.9337630369	0.1542446107
632	0.933366043	0.1542059308
633	0.9337630369	0.1541683664
634	0.9337630369	0.1541170802
635	0.9337657034	0.1540702674
636	0.9339668538	0.1540454224
637	0.9341653638	0.1539947668
638	0.9343612204	0.1539142431
639	0.934162713	0.1538752328
640	0.9343612204	0.1538277192
641	0.934162713	0.1537680236
642	0.934162713	0.1537504835
643	0.9343638755	0.1536530371
644	0.9341653638	0.1535924093
645	0.9341608106	0.153556541
646	0.9341608106	0.1535224851
647	0.9345676352	0.1534698976
648	0.934369113	0.1534270478
649	0.9345631496	0.15339519
650	0.934361987	0.1533544815
651	0.9345604632	0.1533086434
652	0.934364669	0.1532342517
653	0.9345658119	0.1532077984
654	0.9341705925	0.1531458678
655	0.9343716954	0.1531308444
656	0.9343716954	0.1530806931
657	0.9347713173	0.1530096568
658	0.934570222	0.1529758639
659	0.934369113	0.1529555259
660	0.934570222	0.1529042309
661	0.9347713173	0.1528350134
662	0.935369481	0.1527705742
663	0.9347738603	0.1527168787
664	0.9349749224	0.152683814
665	0.9347738603	0.1526401247
666	0.9351734671	0.1525371825
667	0.9357716275	0.152456858
668	0.9359726806	0.1523712768
669	0.9357698391	0.1523114756
670	0.9359726806	0.1522243858
671	0.9359683572	0.152193202
672	0.9359683572	0.1521676921
673	0.9359701829	0.1521090884
674	0.9361642993	0.1520509368
675	0.9363672988	0.1520167224
676	0.9365639212	0.1519604091
677	0.936762446	0.1518502496
678	0.936766936	0.1518024385
679	0.936762446	0.1517761331
680	0.936762446	0.1517043452
681	0.936766936	0.1516399488
682	0.9365683695	0.1515924352
683	0.9361712418	0.1515458387
684	0.9361712418	0.1515095794
685	0.9361712418	0.151371088
686	0.9361712418	0.1513394793
687	0.9363679564	0.1512913389
688	0.9365664836	0.1512704184
689	0.9365664836	0.1512008613
690	0.9365664836	0.1511713315
691	0.9363722873	0.1511000936
692	0.9363722873	0.1510692369
693	0.9367694267	0.15100525
694	0.9367694267	0.1509862462
695	0.9365664836	0.1509400235
696	0.9363679564	0.1508854609
697	0.9363679564	0.1508453367
698	0.9363722873	0.1508191946
699	0.9363679564	0.1507797065
700	0.9365664836	0.1507411361
701	0.9365664836	0.1507117403
702	0.9365664836	0.1506531204
703	0.9365664836	0.1506066218
704	0.9365664836	0.1505604722
705	0.9365664836	0.1504819487
706	0.9365664836	0.1504331262
707	0.9367650125	0.1503609257
708	0.936762446	0.1502404114
709	0.936762446	0.1501995374
710	0.936762446	0.1501895623
711	0.9365639212	0.1501629758
712	0.9365639212	0.1501078905
713	0.936762446	0.1500522104
714	0.936762446	0.1499992012
715	0.936762446	0.1499504207
716	0.936762446	0.1499033751
717	0.9365613354	0.1498779168
718	0.9365613354	0.1498231075
719	0.9365613354	0.1497983029
720	0.937159501	0.1496341937
721	0.9369609726	0.1495649554
722	0.937159501	0.149515851
723	0.9373580314	0.1494737496
724	0.9373580314	0.1494466512
725	0.9371665731	0.1493647585
726	0.937363165	0.149308982
727	0.9369609726	0.1491886158
728	0.9373606097	0.1489818747
729	0.9379587907	0.1489375192
730	0.938159884	0.1489121063
731	0.938159884	0.1488832087
732	0.9377602469	0.1487944018
733	0.9377602469	0.1487471057
734	0.938159884	0.1487044914
735	0.938159884	0.1486561152
736	0.938360964	0.1486135983
737	0.9385620306	0.1485086183
738	0.9385620306	0.1484894474
739	0.938360964	0.1483911848
740	0.9381624087	0.1483417757
741	0.938360964	0.1483089508
742	0.938360964	0.1482530669
743	0.938566517	0.1481994068
744	0.9381624087	0.1481241538
745	0.9383679141	0.148057415
746	0.9385620306	0.1480031482
747	0.9387605935	0.1479580003
748	0.9387605935	0.1479270041
749	0.9389661465	0.1478906547
750	0.9389616525	0.1478607474
751	0.9389616525	0.1478397448
752	0.9389616525	0.1478161681
753	0.939160223	0.1477717007
754	0.939160223	0.1477344769
755	0.9389591584	0.1476910674
756	0.939160223	0.1476648473
757	0.939160223	0.1476310189
758	0.9389616525	0.1475762819
759	0.9387605935	0.1474954402
760	0.9391626982	0.1474434171
761	0.9393637308	0.1473812228
762	0.939366165	0.147316401
763	0.9389665732	0.1472927886
764	0.9389665732	0.1472013298
765	0.9389665732	0.1471912875
766	0.9389665732	0.1471634368
767	0.9389709148	0.1471118171
768	0.9389709148	0.1470851142
769	0.9389709148	0.1470431612
770	0.9391695345	0.1469420784
771	0.939370514	0.1468743379
772	0.939370514	0.1468464297
773	0.939366165	0.1467992812
774	0.9391651511	0.1467808375
775	0.9389641241	0.1467563337
776	0.9389641241	0.146693737
777	0.9389641241	0.1466559785
778	0.9389641241	0.1466335519
779	0.9387630839	0.1465756697
780	0.9385645173	0.1465239417
781	0.9389665732	0.146458375
782	0.9389665732	0.1464395584
783	0.9391675816	0.1463960183
784	0.939366165	0.1463738862
785	0.939366165	0.1462778377
786	0.939366165	0.1462451351
787	0.939366165	0.1462063664
788	0.939366165	0.1461530489
789	0.9395671659	0.1460938899
790	0.9395691412	0.1460756849
791	0.9397710494	0.1460414068
792	0.9395723779	0.1459928592
793	0.9395647503	0.1459593291
794	0.939366165	0.1459331042
795	0.9393637308	0.1459091887
796	0.9393637308	0.1458412875
797	0.9401662609	0.1457930413
798	0.9399643495	0.1457755805
799	0.9403663345	0.1457045574
800	0.9399667502	0.1455965655
801	0.9401686205	0.1455676569
802	0.9401686205	0.1455379012
803	0.940367263	0.1454805381
804	0.9407669023	0.1453984049
805	0.940967884	0.145333617
806	0.940967884	0.1452657616
807	0.940967884	0.1452385145
808	0.940967884	0.1452120834
809	0.9411665415	0.1451844396
810	0.940967884	0.1451433572
811	0.9409701919	0.1451113988
812	0.9409701919	0.1450900797
813	0.9403719233	0.145059667
814	0.9403719233	0.1450305518
815	0.9403719233	0.1449839733
816	0.9403719233	0.1449433187
817	0.9405728758	0.144915123
818	0.9403742205	0.1448807785
819	0.9405728758	0.1448347722
820	0.9405751548	0.1447470424
821	0.9405728758	0.1447175421
822	0.9409724782	0.1446834397
823	0.9405728758	0.1445826027
824	0.941177604	0.1445405033
825	0.941177604	0.1444935236
826	0.941177604	0.1444542199
827	0.9411734107	0.1444044567
828	0.9411734107	0.1443525615
829	0.9411734107	0.1443076149
830	0.9413743305	0.1442559682
831	0.9413743305	0.1442204283
832	0.9415718836	0.1442011081
833	0.9417705611	0.1441796292
834	0.941569598	0.1441110772
835	0.9415718836	0.144077521
836	0.9419737613	0.1440239363
837	0.9421724495	0.1439768657
838	0.9417750748	0.1439512204
839	0.94157639	0.1439116943
840	0.9417750748	0.1438691754
841	0.9417750748	0.1438159096
842	0.9419737613	0.1437772385
843	0.9419737613	0.1437449861
844	0.9421746814	0.1436969581
845	0.9419737613	0.1436370424
846	0.9419737613	0.1436035358
847	0.9419737613	0.1435490421
848	0.9419715116	0.1434673448
849	0.9421746814	0.143377253
850	0.9423733749	0.1433452518
851	0.9423733749	0.1433097195
852	0.9423755891	0.1432682857
853	0.9423733749	0.1432319383
854	0.9423733749	0.1432010909
855	0.9423733749	0.1431659284
856	0.9423733749	0.1431213494
857	0.9423711395	0.1430828153
858	0.9423711395	0.1430502636
859	0.9425720703	0.143016817
860	0.9425720703	0.1429563562
861	0.9425720703	0.1429475952
862	0.942574288	0.1428884385
863	0.942574288	0.1428539884
864	0.9433775389	0.1428147624
865	0.943572216	0.1427878486
866	0.9435729197	0.1427631378
867	0.9433763104	0.1426801281
868	0.9431732516	0.1426287254
869	0.9431732516	0.1425920437
870	0.9431754137	0.1424874199
871	0.9431754137	0.1424641086
872	0.9431754137	0.1424054055
873	0.9429745048	0.1423696363
874	0.9431794886	0.1423507469
875	0.9437800042	0.1423082272
876	0.9437800042	0.1422342777
877	0.9439747215	0.1422034471
878	0.9437759572	0.1421585572
879	0.9443743753	0.1420720792
880	0.9441816765	0.1419993913
881	0.9435793011	0.1419532961
882	0.9437780669	0.14188569
883	0.9439768345	0.1418275868
884	0.9439788106	0.1417844896
