iter	TotalF1	MultiClass
885	0.9439788106	0.1417367502
886	0.9437820368	0.1416968274
887	0.9441816765	0.1416579402
888	0.9439789268	0.14162193
889	0.9437780669	0.1415849286
890	0.9439768345	0.1415303541
891	0.9439768345	0.1414976134
892	0.9441776996	0.141477466
893	0.9441776996	0.1414552638
894	0.9441776996	0.1414302335
895	0.9441776996	0.1414089983
896	0.9441776996	0.1413846201
897	0.9441776996	0.14135798
898	0.9441776996	0.1413327854
899	0.9443764742	0.1412653771
900	0.9443764742	0.1411867076
901	0.9443764742	0.1411508172
902	0.9443764742	0.1411206993
903	0.9441816765	0.1410935219
904	0.9441816765	0.1410807699
905	0.9437840487	0.1410410671
906	0.9437820368	0.1409933285
907	0.9437840487	0.1409323708
908	0.9439828617	0.1407840257
909	0.9443824944	0.1406817156
910	0.9445833003	0.1406552664
911	0.9441836745	0.1406107469
912	0.9443850395	0.1404956981
913	0.9443850395	0.1404677457
914	0.9443850395	0.1404052085
915	0.9447827699	0.1403726139
916	0.9445839038	0.1403116014
917	0.9447827699	0.140248835
918	0.9447827699	0.1402092427
919	0.9445839038	0.1401466289
920	0.9445839038	0.140139857
921	0.9445839038	0.1401029341
922	0.9447847125	0.1399931522
923	0.9447847125	0.1399433349
924	0.9447827699	0.1398834465
925	0.9447847125	0.1398424291
926	0.9445839038	0.1398232584
927	0.9447827699	0.1397317456
928	0.9447827699	0.1397008159
929	0.9449835837	0.1396492602
930	0.9447827699	0.13963199
931	0.9445839038	0.1395629523
932	0.9445839038	0.1395357147
933	0.9445839038	0.1395122254
934	0.9447847125	0.1394899805
935	0.9449835837	0.1394544217
936	0.9447847125	0.1394044395
937	0.9447847125	0.1393755175
938	0.9447847125	0.1393363016
939	0.9449855092	0.1392686748
940	0.9449855092	0.1392401362
941	0.9449855092	0.1392250489
942	0.9451862939	0.1391587697
943	0.9451862939	0.1391331227
944	0.9451862939	0.1391003256
945	0.9453851752	0.1390540466
946	0.9453851752	0.1390314554
947	0.9451862939	0.1389557773
948	0.9451862939	0.1389195975
949	0.9451862939	0.1389033063
950	0.9451862939	0.1388322828
951	0.9449874143	0.1388050796
952	0.9449874143	0.1387753121
953	0.9449874143	0.1387352953
954	0.9449874143	0.138699601
955	0.9449874143	0.138668108
956	0.9453870666	0.1386108561
957	0.9453870666	0.1385445154
958	0.9453870666	0.138509413
959	0.945188182	0.1384730723
960	0.945188182	0.1384466538
961	0.945188182	0.1384100127
962	0.9449892992	0.13836684
963	0.9449892992	0.1383339908
964	0.945188182	0.1383125139
965	0.9453870666	0.1382701532
966	0.945188182	0.1382402245
967	0.945188182	0.1381628293
968	0.945188182	0.1381388458
969	0.9449868054	0.1381067203
970	0.9449868054	0.1380447693
971	0.9453889379	0.1379815289
972	0.9453889379	0.1379653405
973	0.9455878275	0.1379291508
974	0.9455878275	0.1378992193
975	0.945585953	0.1378699917
976	0.9457867189	0.137819903
977	0.9453889379	0.1377810218
978	0.9453870666	0.1377195939
979	0.945585953	0.1376851146
980	0.945585953	0.1376709122
981	0.9453870666	0.1376379473
982	0.945188182	0.1375968291
983	0.945188182	0.1375523793
984	0.9453870666	0.1375267609
985	0.9453870666	0.1375008455
986	0.9453870666	0.1374607995
987	0.945585953	0.1374221844
988	0.9463852713	0.1373704934
989	0.9463852713	0.1373330834
990	0.9467849304	0.1373032061
991	0.9465841733	0.1372632599
992	0.9461845073	0.1371738543
993	0.9463834044	0.1371463494
994	0.9463834044	0.1371169205
995	0.9469845135	0.1370805459
996	0.9463858518	0.137044564
997	0.9463840097	0.136957324
998	0.9465847933	0.1369135463
999	0.9469845135	0.1368440201
1000	0.946785565	0.1368162551
1001	0.9465866185	0.1368057277
1002	0.9469845135	0.13677367
1003	0.9469845135	0.1367325862
1004	0.9469845135	0.1366729017
1005	0.9469881167	0.1366291524
1006	0.9473860312	0.1365803137
1007	0.9473860312	0.1365614723
1008	0.9473860312	0.1365223268
1009	0.9471870729	0.1364749389
1010	0.9473860312	0.1364141228
1011	0.9473860312	0.1363862362
1012	0.9471870729	0.1363622292
1013	0.9471870729	0.1363005142
1014	0.9473860312	0.1362774901
1015	0.9471870729	0.1362277656
1016	0.9473860312	0.1361955299
1017	0.9473860312	0.1361671266
1018	0.9471852782	0.136137551
1019	0.9471852782	0.1360782633
1020	0.9469845135	0.1360560675
1021	0.9465847933	0.1359860949
1022	0.9465847933	0.1359587348
1023	0.9465847933	0.1359267596
1024	0.9465847933	0.1358955072
1025	0.9465847933	0.1358698353
1026	0.9465847933	0.1358268744
1027	0.9465847933	0.1358140752
1028	0.9463840097	0.1357749884
1029	0.9463840097	0.1357408505
1030	0.9463840097	0.1357189748
1031	0.9463840097	0.1356244
1032	0.9465847933	0.1355833339
1033	0.9465847933	0.1355475398
1034	0.9465847933	0.1355019981
1035	0.9467837369	0.1354611696
1036	0.9463840097	0.1354413906
1037	0.9463840097	0.1353842896
1038	0.9463840097	0.1353394795
1039	0.9463840097	0.1353046373
1040	0.9463840097	0.1352784616
1041	0.9463840097	0.1352473007
1042	0.9463840097	0.1352094986
1043	0.9465829484	0.1351659979
1044	0.9469845135	0.1351263864
1045	0.9471816305	0.1350738825
1046	0.9471816305	0.1350341469
1047	0.947780329	0.1349712291
1048	0.9475813718	0.1349399031
1049	0.9475813718	0.1349067472
1050	0.9475813718	0.1348950886
1051	0.9477821511	0.1348425706
1052	0.9477821511	0.1347581899
1053	0.9479811131	0.1347399938
1054	0.9477821511	0.1347177707
1055	0.9477821511	0.1346693987
1056	0.9475831913	0.1346410743
1057	0.9475831913	0.1346184824
1058	0.9475831913	0.1345948758
1059	0.9477821511	0.1345555446
1060	0.9475813718	0.134498578
1061	0.9475813718	0.1344821339
1062	0.9475813718	0.1344552867
1063	0.9475813718	0.134431479
1064	0.9479829185	0.1343998631
1065	0.9477857375	0.1343440421
1066	0.9477857375	0.1343166775
1067	0.9477822203	0.1342810921
1068	0.9477857375	0.134265585
1069	0.948183777	0.1342371722
1070	0.947984805	0.1341770244
1071	0.947984805	0.1341620047
1072	0.9483863056	0.1340322774
1073	0.9483863056	0.1340106449
1074	0.9483863056	0.13398745
1075	0.9483863056	0.1339529122
1076	0.9483863056	0.1339305614
1077	0.948187326	0.1338256317
1078	0.948187326	0.1338063638
1079	0.948187326	0.1337982482
1080	0.9483845379	0.1337362171
1081	0.9483827511	0.1336718736
1082	0.948183777	0.1335923276
1083	0.9483827511	0.1335504852
1084	0.948183777	0.1335204505
1085	0.9481819738	0.1334981533
1086	0.9481819738	0.1334625552
1087	0.9485817273	0.1334298564
1088	0.9485817273	0.1333711874
1089	0.9485817273	0.1333393054
1090	0.9485817273	0.1332942444
1091	0.9485835167	0.1332057235
1092	0.9487842708	0.1331915741
1093	0.9487842708	0.1331165339
1094	0.9487842708	0.1330831162
1095	0.9493847394	0.1329737775
1096	0.9497844655	0.1329525654
1097	0.9493847394	0.1329001739
1098	0.9497844655	0.1328680324
1099	0.949985183	0.1328318844
1100	0.9497861765	0.1327904273
1101	0.9499868781	0.1327529594
1102	0.9501841916	0.132702865
1103	0.949787869	0.1326338199
1104	0.9501858891	0.1326117505
1105	0.9505856018	0.1325429906
1106	0.9505856018	0.1325248861
1107	0.9501858891	0.1324632598
1108	0.9507879401	0.1324116187
1109	0.9507879401	0.1323977057
1110	0.9507879401	0.1323711959
1111	0.9507879401	0.1323429797
1112	0.9501892292	0.1322335148
1113	0.9501892292	0.132205551
1114	0.9501892292	0.1321657171
1115	0.9501892292	0.1321391898
1116	0.9499885547	0.1320823288
1117	0.9499885547	0.1320646618
1118	0.9499852282	0.1320284612
1119	0.949787869	0.1319803303
1120	0.949787869	0.1319718202
1121	0.9499852282	0.1319267079
1122	0.9501859523	0.1319145496
1123	0.9503866653	0.1318772747
1124	0.9501859523	0.1318405567
1125	0.9503832523	0.1317786335
1126	0.9503832523	0.1317416877
1127	0.9503832523	0.1317161615
1128	0.9503832523	0.1316744246
1129	0.9505822675	0.131639735
1130	0.950187647	0.1315893676
1131	0.950187647	0.1315615399
1132	0.9499869387	0.1315353242
1133	0.950983732	0.1314678637
1134	0.9507847077	0.1314467917
1135	0.9507847077	0.1314297775
1136	0.9509820272	0.1313821646
1137	0.9509820272	0.1313607733
1138	0.950983732	0.131279244
1139	0.9511844474	0.1312333831
1140	0.9513834783	0.13119359
1141	0.950983732	0.1311476292
1142	0.9511844474	0.1310918071
1143	0.9511844474	0.1310779851
1144	0.9513834783	0.1310230779
1145	0.9511844474	0.1309849808
1146	0.9513851518	0.1309024143
1147	0.9513851518	0.130857219
1148	0.9507863919	0.1308425909
1149	0.9515874851	0.1307918248
1150	0.9513868073	0.1307339526
1151	0.9513868073	0.1307088577
1152	0.9513868073	0.1306829366
1153	0.9517865274	0.1306586666
1154	0.9517865274	0.1306329031
1155	0.9513868073	0.1305715973
1156	0.9519855717	0.1304727863
1157	0.9519855717	0.1304173854
1158	0.9519855717	0.1303730703
1159	0.9517848849	0.1303264092
1160	0.9519855717	0.1302676408
1161	0.9521862475	0.1302335849
1162	0.9523820027	0.1302108079
1163	0.9525827214	0.1301706617
1164	0.9525810531	0.1301431412
1165	0.9527817763	0.1301021186
1166	0.9527817763	0.1300893097
1167	0.9525810531	0.1300610488
1168	0.9527817763	0.130030596
1169	0.9523820027	0.1299970134
1170	0.9523836687	0.1299775278
1171	0.9527817763	0.1299360303
1172	0.9527817763	0.129904313
1173	0.9527817763	0.1298730816
1174	0.9527817763	0.1298406364
1175	0.9525827214	0.1298181217
1176	0.9525827214	0.1297933475
1177	0.9525827214	0.1297558519
1178	0.9525827214	0.1297405561
1179	0.9527834293	0.1297197814
1180	0.9529824885	0.1296690178
1181	0.9525843722	0.1296423911
1182	0.9529824885	0.1295973166
1183	0.9525843722	0.1295720358
1184	0.9529841264	0.1295261123
1185	0.9529841264	0.1294837754
1186	0.9527850649	0.1294567214
1187	0.9533821374	0.1294114653
1188	0.9533821374	0.129380149
1189	0.9533821374	0.1293539438
1190	0.9533821374	0.1293448651
1191	0.9533821374	0.129306091
1192	0.9535828517	0.129252316
1193	0.9537819257	0.1291950462
1194	0.9535828517	0.1291771988
1195	0.9537819257	0.1291491256
1196	0.9537819257	0.1291247218
1197	0.9535828517	0.129080755
1198	0.9543824154	0.1290511876
1199	0.9541817139	0.1290319568
1200	0.9539826336	0.1290165057
1201	0.9539826336	0.1290032926
1202	0.9539826336	0.1289788353
1203	0.9539826336	0.1288937978
1204	0.9539826336	0.1288405119
1205	0.9539826336	0.1287949768
1206	0.9541817139	0.1287415251
1207	0.9541817139	0.1287041921
1208	0.9541817139	0.1286778556
1209	0.9541817139	0.1286621077
1210	0.9541817139	0.1286266453
1211	0.9541833308	0.1285598837
1212	0.9539826336	0.128494648
1213	0.9541833308	0.1284501165
1214	0.9541833308	0.1284265771
1215	0.9541833308	0.1283206819
1216	0.9541833308	0.1282798412
1217	0.9539826336	0.1282398326
1218	0.9541833308	0.1281996218
1219	0.9539842483	0.1281517032
1220	0.9539842483	0.1281356135
1221	0.9543840176	0.1281139761
1222	0.9541849308	0.1280339711
1223	0.9541833308	0.1279548039
1224	0.9539842483	0.1278665614
1225	0.9535828517	0.1277838692
1226	0.9539826336	0.1277291751
1227	0.9539826336	0.1276964947
1228	0.9543840176	0.127578235
1229	0.9541833308	0.12753883
1230	0.9539842483	0.127505864
1231	0.9539842483	0.1274413077
1232	0.9537835553	0.1274097248
1233	0.9539842483	0.1273958408
1234	0.9539842483	0.127353633
1235	0.9539842483	0.1273176119
1236	0.9545846938	0.1272098043
1237	0.9545846938	0.1271978211
1238	0.9543840176	0.1271639483
1239	0.9545846938	0.1271452694
1240	0.9545846938	0.1270999407
1241	0.9543840176	0.1270749044
1242	0.9543840176	0.1270588981
1243	0.9543840176	0.1269884107
1244	0.9543856028	0.1269647689
1245	0.9545846938	0.1269428586
1246	0.9545846938	0.1269176053
1247	0.9545846938	0.1268913499
1248	0.9545846938	0.1268693534
1249	0.9547853596	0.1268346485
1250	0.9541849308	0.1268064524
1251	0.9541849308	0.1267578856
1252	0.9541849308	0.1267298054
1253	0.9541849308	0.1266662678
1254	0.9543856028	0.1266332121
1255	0.9543856028	0.126593786
1256	0.9543856028	0.1265479096
1257	0.9543856028	0.126538076
1258	0.9543856028	0.1265185545
1259	0.9543856028	0.1264964601
1260	0.9541849308	0.1264547254
1261	0.9545846938	0.1264204056
1262	0.9547853596	0.1264027284
1263	0.9549860151	0.1263578464
1264	0.9545846938	0.1263387556
1265	0.9549860151	0.126324369
1266	0.9547853596	0.1262667847
1267	0.9547837868	0.1262561687
1268	0.9547837868	0.1262198481
1269	0.9547837868	0.1262042662
1270	0.9549844568	0.1261832656
1271	0.9547837868	0.1261330872
1272	0.9549844568	0.1261058546
1273	0.9549844568	0.1260631528
1274	0.9549844568	0.1260207771
1275	0.9547837868	0.1259935221
1276	0.9547837868	0.1259719664
1277	0.9545831064	0.1259061269
1278	0.9545831064	0.125885112
1279	0.9545831064	0.1258699259
1280	0.9545831064	0.1258412638
1281	0.9545831064	0.1258209621
1282	0.9545831064	0.1257916474
1283	0.9545831064	0.1257504694
1284	0.9547837868	0.125717069
1285	0.9545831064	0.1256995317
1286	0.9547837868	0.1256704561
1287	0.9547837868	0.1256485826
1288	0.9545846938	0.1256157954
1289	0.9545846938	0.125573147
1290	0.9543840176	0.12552586
1291	0.9547837868	0.1255010491
1292	0.9547837868	0.1254625672
1293	0.9547837868	0.1254461304
1294	0.9547837868	0.1254110861
1295	0.9545831064	0.1253597847
1296	0.9547853596	0.1252955194
1297	0.9547869157	0.1252385343
1298	0.9549860151	0.1252112012
1299	0.9549844568	0.1251676765
1300	0.9549844568	0.1251477437
1301	0.9551851165	0.1251094734
1302	0.9551851165	0.1250797761
1303	0.9549860151	0.1250587704
1304	0.9549860151	0.1250399623
1305	0.9549860151	0.1250212653
1306	0.9549860151	0.1249878163
1307	0.9549860151	0.1249598702
1308	0.9549860151	0.1249310544
1309	0.9549860151	0.124881614
1310	0.9549860151	0.12479698
1311	0.9551866603	0.1247662265
1312	0.9549860151	0.124734012
1313	0.9549860151	0.1247183544
1314	0.9549860151	0.1246675807
1315	0.9549860151	0.1246444284
1316	0.9549860151	0.1246215138
1317	0.9549860151	0.1246154014
1318	0.9549860151	0.1245885588
1319	0.9549860151	0.1245712911
1320	0.9549860151	0.1245500988
1321	0.9549860151	0.1245263666
1322	0.9549860151	0.1244947118
1323	0.9549860151	0.1244606661
1324	0.9549860151	0.1243945891
1325	0.9551866603	0.1243453846
1326	0.9551866603	0.1242756162
1327	0.9551866603	0.1242470759
1328	0.9549860151	0.1241961615
1329	0.9549860151	0.1241762789
1330	0.9549875567	0.1240954999
1331	0.9547869157	0.1240599915
1332	0.9549875567	0.124038558
1333	0.9549875567	0.1240113803
1334	0.9549875567	0.1239660748
1335	0.9549875567	0.1239519627
1336	0.9553872952	0.1239210516
1337	0.9553872952	0.1238856884
1338	0.9553857658	0.1238484168
1339	0.9553857658	0.1238174608
1340	0.9553857658	0.123791705
1341	0.9553857658	0.1237797811
1342	0.9555848733	0.1237365289
1343	0.9555848733	0.1236878737
1344	0.9559861493	0.1236351046
1345	0.9559861493	0.1235415561
1346	0.9559861493	0.1235118189
1347	0.9559861493	0.1234546124
1348	0.9559861493	0.1234198963
1349	0.9555848733	0.1233996208
1350	0.9557855164	0.1233414237
1351	0.9559861493	0.1233181587
1352	0.9557870336	0.123288237
1353	0.9559861493	0.1232286354
1354	0.9559861493	0.1232017321
1355	0.9559861493	0.1231857118
1356	0.9563873847	0.1231361881
1357	0.9563873847	0.1231090307
1358	0.9565879872	0.1230748545
1359	0.9565879872	0.1230590821
1360	0.956186772	0.1230206834
1361	0.956186772	0.1230080522
1362	0.956186772	0.1229589568
1363	0.9565879872	0.1229300373
1364	0.9565879872	0.1228794861
1365	0.9565879872	0.1228303363
1366	0.9561882608	0.1227766074
1367	0.9563888594	0.1227437893
1368	0.9563888594	0.1226712634
1369	0.9563888594	0.1226450999
1370	0.9563888594	0.1226125775
1371	0.9563888594	0.1225740658
1372	0.9563888594	0.1225290753
1373	0.9565908926	0.1224544247
1374	0.9565894479	0.1224264295
1375	0.9567885798	0.1223979447
1376	0.9565894479	0.122372569
1377	0.9567900265	0.1223485529
1378	0.9567900265	0.1223074485
1379	0.9567900265	0.122252373
1380	0.9567900265	0.1222362426
1381	0.9567900265	0.1222194529
1382	0.9569891624	0.122205308
1383	0.9567900265	0.1221607281
1384	0.9569891624	0.1221158039
1385	0.9569891624	0.1221044643
1386	0.9567900265	0.1220796724
1387	0.9567900265	0.1220529132
1388	0.9567900265	0.1220295452
1389	0.9567900265	0.1219783763
1390	0.9567900265	0.1219511462
1391	0.9567900265	0.1219419081
1392	0.9569891624	0.1219189657
1393	0.9569891624	0.1219060024
1394	0.9569891624	0.1218948954
1395	0.9569891624	0.1218766656
1396	0.9567900265	0.1218265632
1397	0.9567900265	0.1218104837
1398	0.9567900265	0.1217848598
1399	0.9567900265	0.1217595076
1400	0.9567900265	0.1217345812
1401	0.9567900265	0.1217123591
1402	0.9567900265	0.1216876638
1403	0.9567900265	0.1216480823
1404	0.9567900265	0.1215861076
1405	0.9567900265	0.1215440651
1406	0.9567900265	0.1215182505
1407	0.9567900265	0.1215082025
1408	0.9567900265	0.1214855092
1409	0.9567900265	0.1214536631
1410	0.9567900265	0.1214194895
1411	0.9569891624	0.1213579167
1412	0.9567900265	0.12132432
1413	0.9565908926	0.1212858987
1414	0.9565908926	0.1212561439
1415	0.9567900265	0.1212315396
1416	0.9565908926	0.1212137003
1417	0.9565908926	0.1211978835
1418	0.9565908926	0.1211657484
1419	0.9567900265	0.1210876759
1420	0.9569905953	0.1210291811
1421	0.9569891624	0.1209600921
1422	0.9567900265	0.1209281189
1423	0.9569905953	0.1208877661
1424	0.9567900265	0.1208584667
1425	0.9565894479	0.1208140178
1426	0.9567900265	0.1207979761
1427	0.9567901476	0.1207810577
1428	0.9571912994	0.1207434287
1429	0.9571912994	0.1207242644
1430	0.9571912994	0.1207211136
1431	0.9571912994	0.1206849374
1432	0.9569907284	0.1206442944
1433	0.9569907284	0.1206301989
1434	0.9569907284	0.1205760726
1435	0.9569907284	0.1205368563
1436	0.9569907284	0.1205192146
1437	0.9569907284	0.1204892747
1438	0.9569907284	0.1204569228
1439	0.9569907284	0.120437948
1440	0.9569907284	0.1204115054
1441	0.9569907284	0.1203919336
1442	0.9569907284	0.1203529228
1443	0.9569907284	0.1203395465
1444	0.9571899087	0.1203037105
1445	0.9575882753	0.1202358343
1446	0.9575882753	0.1202130645
1447	0.9575882753	0.1201860549
1448	0.9577874617	0.1201419986
1449	0.9577888581	0.1201073527
1450	0.9577888581	0.1200865006
1451	0.9577888581	0.1200770847
1452	0.9577888581	0.1200510534
1453	0.9577888581	0.1200369925
1454	0.9577888581	0.1200161742
1455	0.9581886252	0.1199720142
1456	0.9579880484	0.1199562269
1457	0.9581886252	0.1199262896
1458	0.9581886252	0.1198885815
1459	0.9583891921	0.1198554773
1460	0.9583891921	0.1198349823
1461	0.9585897493	0.1197985169
1462	0.9585897493	0.1197618396
1463	0.9585897493	0.1197557742
1464	0.9587902968	0.1197102725
1465	0.9583891921	0.1196779039
1466	0.9583891921	0.1196689931
1467	0.9583891921	0.1196479662
1468	0.9583891921	0.1196275871
1469	0.957989431	0.1196020411
1470	0.9577902389	0.1195590724
1471	0.9577902389	0.1195366505
1472	0.9583891921	0.1194938219
1473	0.9579907981	0.1194530782
1474	0.9583905475	0.11937004
1475	0.9583905475	0.1193463906
1476	0.9583905475	0.1193165648
1477	0.9583905475	0.1193019506
1478	0.9583905475	0.1192759288
1479	0.9583905475	0.119239053
1480	0.9583905475	0.1192278412
1481	0.9585910911	0.1192041968
1482	0.9585910911	0.1191855391
1483	0.9583918874	0.1191413914
1484	0.9583918874	0.1191155744
1485	0.9585924176	0.1190985493
1486	0.9585924176	0.1190877972
1487	0.9581913476	0.1190588399
1488	0.9585924176	0.1190291986
1489	0.9585924176	0.119005301
1490	0.9585924176	0.1189925635
1491	0.9583918874	0.1189563886
1492	0.9583918874	0.1189296162
1493	0.9585910911	0.1188755977
1494	0.9595897955	0.1187950739
1495	0.9595897955	0.1187662349
1496	0.9595897955	0.1187540795
1497	0.9595897955	0.1187284931
1498	0.9595897955	0.1187068826
1499	0.9591900461	0.1186533813
1500	0.9591900461	0.1186156577
1501	0.9593905781	0.1186028811
1502	0.9591900461	0.1185678059
1503	0.9591913628	0.118539456
1504	0.9593918815	0.118506303
1505	0.9591913628	0.1184805113
1506	0.9591913628	0.1184478987
1507	0.9593905781	0.118422536
1508	0.9593905781	0.1183937798
1509	0.9593905781	0.1183761551
1510	0.9593905781	0.1183425947
1511	0.9593905781	0.1183041438
1512	0.9595897955	0.118247525
1513	0.9595897955	0.1182417066
1514	0.9595900352	0.1181791864
1515	0.9591900461	0.1181435748
1516	0.9595900352	0.1181219095
1517	0.9593905781	0.1180798304
1518	0.9595900352	0.1180425165
1519	0.959790573	0.1180274094
1520	0.9595913111	0.1179994756
1521	0.9595913023	0.11797708
1522	0.9595913023	0.1179642309
1523	0.9597918385	0.1178762167
1524	0.9597918385	0.1178531282
1525	0.9597918385	0.1178254008
1526	0.9597918385	0.1178067141
1527	0.9597918385	0.1177851185
1528	0.959991145	0.1177653221
1529	0.9597918385	0.1177532502
1530	0.959991145	0.1177243011
1531	0.959991145	0.1177041074
1532	0.959991145	0.11768337
1533	0.9595913023	0.1176212015
1534	0.9595913023	0.1176042374
1535	0.9597906051	0.1175690363
1536	0.9595913023	0.1175301005
1537	0.9595913023	0.1175068083
1538	0.9595913023	0.1174832213
1539	0.9595913023	0.1174664129
1540	0.9595913023	0.1174169769
1541	0.9593920017	0.1173942486
1542	0.9593920017	0.1173521602
1543	0.9593920017	0.1173235776
1544	0.9595913023	0.1172864747
1545	0.9595913023	0.1172404531
1546	0.9593920017	0.1172159085
1547	0.9593920017	0.1171908014
1548	0.9593920017	0.1171723871
1549	0.9591914596	0.1170972638
1550	0.9593920017	0.1170727033
1551	0.9593920017	0.1170473062
1552	0.9591914596	0.1170269798
1553	0.9591914596	0.1170106993
1554	0.9595913023	0.1169857723
1555	0.9595913023	0.1169617775
1556	0.9595913023	0.116945267
1557	0.9595913023	0.116923239
1558	0.9593920017	0.1168895466
1559	0.9593920017	0.1168496682
1560	0.9595913023	0.1168191783
1561	0.9595913023	0.116814785
1562	0.9593920017	0.1167853774
1563	0.9593920017	0.116767245
1564	0.9591915209	0.1167283262
1565	0.9591915209	0.1167115164
1566	0.9591915209	0.1166930152
1567	0.9591915209	0.1166743201
1568	0.9593920512	0.1166023919
1569	0.9597930832	0.1165766982
1570	0.9601928821	0.1165611478
1571	0.9601928821	0.1165376799
1572	0.959992365	0.1164901697
1573	0.9601916753	0.1164406152
1574	0.959992365	0.1164063255
1575	0.959992365	0.1163991936
1576	0.9601916753	0.1163910628
1577	0.9601916753	0.1163599616
1578	0.9601916753	0.1163308811
1579	0.960392196	0.1162522596
1580	0.960392196	0.1162311812
1581	0.9605927072	0.1162159817
1582	0.9607920269	0.1161931343
1583	0.9607920269	0.1161724196
1584	0.9607920269	0.1161188082
1585	0.9605927072	0.1160942129
1586	0.9609925323	0.1160308011
1587	0.9609925323	0.1159941618
1588	0.9609925323	0.1159739109
1589	0.960793209	0.1159431156
1590	0.9609925323	0.1159230316
1591	0.9607920269	0.1159042557
1592	0.9609925323	0.115876925
1593	0.9609925323	0.1158487566
1594	0.9609925323	0.1158404647
1595	0.9609925323	0.1158203684
1596	0.960793209	0.1157859333
1597	0.960793209	0.1157524397
1598	0.9609937014	0.1157060391
1599	0.9609937014	0.1156841323
1600	0.9609937014	0.1156559959
1601	0.9611941845	0.1156086241
1602	0.9611941845	0.1155708315
1603	0.9611941845	0.1155485687
1604	0.961393515	0.1154726213
1605	0.961393515	0.1154642598
1606	0.961393515	0.1154262425
1607	0.9617933287	0.1153697677
1608	0.9615928477	0.1153446271
1609	0.9615928477	0.1153110266
1610	0.9615928477	0.1152938883
1611	0.9617933287	0.1152743352
1612	0.9615928477	0.1152417377
1613	0.9615928477	0.1151990864
1614	0.9615928477	0.1151710894
1615	0.9615928477	0.1151541301
1616	0.9615928477	0.1151123644
1617	0.9617921826	0.1150818067
1618	0.9619926671	0.1150397403
1619	0.9619926671	0.1150069312
1620	0.9619926671	0.1149748015
1621	0.9619926671	0.1149466707
1622	0.9615916888	0.1149312585
1623	0.9613923575	0.1148923065
1624	0.9613923575	0.1148852022
1625	0.9615928477	0.1148812515
1626	0.9613923575	0.1148417907
1627	0.9615928477	0.1148272275
1628	0.9615928477	0.1148202103
1629	0.9615928477	0.1147914913
1630	0.9615928477	0.1147503954
1631	0.9615928477	0.1147318079
1632	0.9615928477	0.1147009701
1633	0.9615928477	0.1146719649
1634	0.9615928477	0.1146634394
1635	0.9615928477	0.114611005
1636	0.9617933287	0.1145866688
1637	0.9617933287	0.1145438087
1638	0.9617933287	0.1145252354
1639	0.9621931423	0.1144576671
1640	0.9621942629	0.1144370171
1641	0.9619938004	0.1144214357
1642	0.9621931423	0.1143688715
1643	0.9621931423	0.1143551666
1644	0.9621931423	0.1143273825
1645	0.9623924864	0.1142993759
1646	0.9623924864	0.1142886347
1647	0.9621931423	0.1142661102
1648	0.9621931423	0.1142595206
1649	0.9621931423	0.114237088
1650	0.9621931423	0.114225067
1651	0.9621931423	0.1142006135
1652	0.9621931423	0.1141840251
1653	0.9621920077	0.1141525673
1654	0.9621920077	0.1141401976
1655	0.9621920077	0.1141204027
1656	0.9621920077	0.1140920383
1657	0.9619926671	0.1140741743
1658	0.9623924864	0.1140324919
1659	0.9623924864	0.1139867997
1660	0.9623924864	0.1139745621
1661	0.9623924864	0.1139589343
1662	0.9623924864	0.1139358282
1663	0.9625929559	0.1139107945
1664	0.9623936083	0.1138898729
1665	0.9625940651	0.1138450831
1666	0.9625940651	0.1138335185
1667	0.9625940651	0.1138140454
1668	0.9627945129	0.1137799864
1669	0.9629938674	0.1137356628
1670	0.9627934162	0.1137041576
1671	0.9627934162	0.1136973253
1672	0.9627934162	0.1136859524
1673	0.9629938674	0.1136500693
1674	0.9629938674	0.113643702
1675	0.9629938674	0.1136142371
1676	0.9629938674	0.1135821447
1677	0.9629938674	0.1135656014
1678	0.9631943096	0.1135120409
1679	0.9627945129	0.1134932656
1680	0.9629938674	0.1134705658
1681	0.9629938674	0.1134568463
1682	0.9629938674	0.1134430925
1683	0.9633947427	0.1134163309
1684	0.9631943096	0.113398099
1685	0.9631943096	0.113383576
1686	0.9635951669	0.1133448044
1687	0.9635951669	0.1133156263
1688	0.9633947427	0.1132962114
1689	0.9637955822	0.1132557717
1690	0.9637945338	0.113217246
1691	0.9637945338	0.1131955889
1692	0.9637945338	0.1131681173
1693	0.9637945338	0.1131429553
1694	0.9637945338	0.1131147531
1695	0.9637945338	0.1130959677
1696	0.9637945338	0.1130821825
1697	0.9637945338	0.1130458975
1698	0.9635941062	0.1130014277
1699	0.9639949524	0.1129699109
1700	0.9639949524	0.1129539371
1701	0.9639949524	0.1129052446
1702	0.9639949524	0.1128732205
1703	0.9639949524	0.1128655999
1704	0.9639949524	0.1128518038
1705	0.9639949524	0.112831067
1706	0.9639949524	0.1127929276
1707	0.9639949524	0.1127797028
1708	0.9639949524	0.1127565546
1709	0.9639949524	0.1127403712
1710	0.9639949524	0.1127243691
1711	0.9637945338	0.1126855117
1712	0.9639949524	0.1126359987
1713	0.9639949524	0.1126118586
1714	0.9639949524	0.1125688453
1715	0.9639949524	0.1125569219
1716	0.9639939029	0.1125191196
1717	0.9639939029	0.1125102137
1718	0.9637945338	0.1124820486
1719	0.9637945338	0.1124653739
1720	0.9637945338	0.1124440678
1721	0.9637945338	0.1124291925
