iter	Passed	Remaining
1689	6860	1258
1690	6864	1254
1691	6867	1250
1692	6871	1246
1693	6875	1241
1694	6879	1237
1695	6882	1233
1696	6886	1229
1697	6891	1225
1698	6894	1221
1699	6898	1217
1700	6902	1213
1701	6906	1209
1702	6911	1205
1703	6914	1201
1704	6918	1197
1705	6923	1193
1706	6927	1189
1707	6931	1185
1708	6935	1181
1709	6939	1176
1710	6944	1172
1711	6948	1168
1712	6953	1164
1713	6957	1160
1714	6961	1156
1715	6966	1152
1716	6970	1148
1717	6974	1144
1718	6978	1140
1719	6982	1136
1720	6986	1132
1721	6991	1128
1722	6995	1124
1723	6998	1120
1724	7002	1116
1725	7007	1112
1726	7010	1108
1727	7014	1104
1728	7019	1100
1729	7023	1096
1730	7026	1091
1731	7029	1087
1732	7034	1083
1733	7038	1079
1734	7041	1075
1735	7046	1071
1736	7049	1067
1737	7052	1063
1738	7056	1059
1739	7060	1055
1740	7064	1050
1741	7068	1046
1742	7073	1042
1743	7076	1038
1744	7080	1034
1745	7084	1030
1746	7088	1026
1747	7092	1022
1748	7096	1018
1749	7100	1014
1750	7104	1010
1751	7107	1006
1752	7112	1002
1753	7117	998
1754	7120	994
1755	7124	990
1756	7128	985
1757	7132	981
1758	7136	977
1759	7141	973
1760	7146	969
1761	7150	965
1762	7154	961
1763	7159	957
1764	7162	953
1765	7167	949
1766	7171	945
1767	7174	941
1768	7179	937
1769	7183	933
1770	7187	929
1771	7191	925
1772	7196	921
1773	7199	917
1774	7203	913
1775	7207	909
1776	7211	905
1777	7215	900
1778	7219	896
1779	7223	892
1780	7227	888
1781	7231	884
1782	7235	880
1783	7239	876
1784	7243	872
1785	7246	868
1786	7251	864
1787	7255	860
1788	7259	856
1789	7262	852
1790	7266	847
1791	7269	843
1792	7273	839
1793	7278	835
1794	7281	831
1795	7285	827
1796	7289	823
1797	7293	819
1798	7297	815
1799	7301	811
1800	7306	807
1801	7309	803
1802	7312	799
1803	7317	794
1804	7320	790
1805	7324	786
1806	7328	782
1807	7331	778
1808	7335	774
1809	7338	770
1810	7342	766
1811	7347	762
1812	7351	758
1813	7355	754
1814	7359	750
1815	7363	746
1816	7367	742
1817	7371	737
1818	7375	733
1819	7380	729
1820	7383	725
1821	7388	721
1822	7392	717
1823	7396	713
1824	7401	709
1825	7405	705
1826	7409	701
1827	7413	697
1828	7417	693
1829	7421	689
1830	7425	685
1831	7430	681
1832	7434	677
1833	7438	673
1834	7443	669
1835	7447	665
1836	7451	661
1837	7454	657
1838	7458	653
1839	7462	648
1840	7466	644
1841	7471	640
1842	7475	636
1843	7479	632
1844	7484	628
1845	7488	624
1846	7492	620
1847	7496	616
1848	7500	612
1849	7505	608
1850	7509	604
1851	7513	600
1852	7517	596
1853	7520	592
1854	7525	588
1855	7530	584
1856	7534	580
1857	7540	576
1858	7544	572
1859	7549	568
1860	7554	564
1861	7558	560
1862	7562	556
1863	7567	552
1864	7571	548
1865	7576	544
1866	7580	540
1867	7585	536
1868	7589	531
1869	7594	527
1870	7599	523
1871	7603	519
1872	7609	515
1873	7614	511
1874	7618	507
1875	7622	503
1876	7626	499
1877	7630	495
1878	7634	491
1879	7638	487
1880	7643	483
1881	7646	479
1882	7650	475
1883	7653	471
1884	7657	467
1885	7662	463
1886	7665	459
1887	7670	455
1888	7675	451
1889	7678	446
1890	7682	442
1891	7686	438
1892	7691	434
1893	7695	430
1894	7699	426
1895	7703	422
1896	7707	418
1897	7711	414
1898	7715	410
1899	7719	406
1900	7723	402
1901	7727	398
1902	7731	394
1903	7735	390
1904	7740	386
1905	7744	381
1906	7747	377
1907	7750	373
1908	7755	369
1909	7758	365
1910	7762	361
1911	7767	357
1912	7771	353
1913	7775	349
1914	7780	345
1915	7784	341
1916	7788	337
1917	7792	333
1918	7795	329
1919	7799	324
1920	7802	320
1921	7805	316
1922	7809	312
1923	7812	308
1924	7817	304
1925	7821	300
1926	7825	296
1927	7828	292
1928	7833	288
1929	7837	284
1930	7840	280
1931	7844	276
1932	7849	272
1933	7852	267
1934	7854	263
1935	7858	259
1936	7863	255
1937	7867	251
1938	7870	247
1939	7873	243
1940	7878	239
1941	7882	235
1942	7886	231
1943	7891	227
1944	7896	223
1945	7900	219
1946	7905	215
1947	7910	211
1948	7913	207
1949	7917	203
1950	7921	198
1951	7924	194
1952	7927	190
1953	7931	186
1954	7936	182
1955	7939	178
1956	7943	174
1957	7947	170
1958	7951	166
1959	7955	162
1960	7960	158
1961	7963	154
1962	7967	150
1963	7971	146
1964	7975	142
1965	7978	137
1966	7982	133
1967	7987	129
1968	7991	125
1969	7995	121
1970	7999	117
1971	8003	113
1972	8007	109
1973	8010	105
1974	8015	101
1975	8019	97
1976	8022	93
1977	8025	89
1978	8030	85
1979	8034	81
1980	8038	77
1981	8042	73
1982	8046	68
1983	8050	64
1984	8054	60
1985	8058	56
1986	8061	52
1987	8065	48
1988	8068	44
1989	8073	40
1990	8076	36
1991	8080	32
1992	8084	28
1993	8088	24
1994	8092	20
1995	8096	16
1996	8100	12
1997	8104	8
1998	8108	4
1999	8112	0
